Fiscal Year,Region,Age Group,Race Ethnicity,Gender,Alleged Victims in Initial Investigation,Alleged Victims in Repeat Investigation,Recidivism
2012,11-Edinburg,18-64 with Disability,Anglo,Female,378,80,0.21164
2012,11-Edinburg,18-64 with Disability,Anglo,Male,288,61,0.21181
2012,11-Edinburg,18-64 with Disability,Asian,Female,1,0,0
2012,11-Edinburg,18-64 with Disability,Asian,Male,4,0,0
2012,11-Edinburg,18-64 with Disability,Hispanic,Female,"1,214",164,0.13509
2012,11-Edinburg,18-64 with Disability,Hispanic,Male,"1,117",158,0.14145
2012,11-Edinburg,18-64 with Disability,Hispanic,Unknown,4,0,0
2012,11-Edinburg,18-64 with Disability,Native American,Male,3,1,0.33333
2012,11-Edinburg,18-64 with Disability,Other,Female,64,7,0.10938
2012,11-Edinburg,18-64 with Disability,Other,Male,82,6,0.07317
2012,11-Edinburg,18-64 with Disability,Other,Unknown,2,0,0
2012,11-Edinburg,65 and Older,African American,Female,37,10,0.27027
2012,11-Edinburg,65 and Older,African American,Male,28,4,0.14286
2012,11-Edinburg,65 and Older,Anglo,Female,528,81,0.15341
2012,11-Edinburg,65 and Older,Anglo,Male,434,92,0.21198
2012,11-Edinburg,65 and Older,Anglo,Unknown,4,0,0
2012,11-Edinburg,65 and Older,Asian,Female,8,1,0.125
2012,11-Edinburg,65 and Older,Asian,Male,2,0,0
2012,11-Edinburg,65 and Older,Hispanic,Female,"1,709",239,0.13985
2012,11-Edinburg,65 and Older,Hispanic,Male,"1,032",155,0.15019
2012,11-Edinburg,65 and Older,Hispanic,Unknown,3,2,0.66667
2012,11-Edinburg,65 and Older,Native American,Female,2,1,0.5
2012,11-Edinburg,65 and Older,Native American,Male,1,0,0
2012,11-Edinburg,65 and Older,Other,Female,158,14,0.08861
2012,11-Edinburg,65 and Older,Other,Male,83,9,0.10843
2012,11-Edinburg,65 and Older,Other,Unknown,1,0,0
2012,11-Edinburg,Under 18,Anglo,Female,1,0,0
2012,11-Edinburg,Under 18,Anglo,Male,1,0,0
2012,11-Edinburg,Under 18,Hispanic,Female,2,0,0
2012,11-Edinburg,Under 18,Hispanic,Male,2,0,0
2012,11-Edinburg,Unknown,Hispanic,Female,1,0,0
2012,11-Edinburg,Unknown,Hispanic,Male,1,0,0
2012,Out of State,18-64 with Disability,African American,Female,3,1,0.33333
2012,Out of State,18-64 with Disability,Anglo,Female,4,1,0.25
2012,Out of State,18-64 with Disability,Anglo,Male,1,0,0
2012,Out of State,65 and Older,African American,Male,1,0,0
2012,Out of State,65 and Older,Anglo,Female,8,0,0
2012,Out of State,65 and Older,Anglo,Male,9,0,0
2012,Out of State,65 and Older,Hispanic,Female,1,0,0
2012,Out of State,65 and Older,Hispanic,Male,4,0,0
2012,Out of State,65 and Older,Other,Female,2,0,0
2012,Out of State,65 and Older,Other,Male,1,0,0
2012,None Specified,18-64 with Disability,African American,Female,1,1,1
2012,None Specified,18-64 with Disability,African American,Male,1,1,1
2012,None Specified,18-64 with Disability,Anglo,Male,1,0,0
2012,None Specified,18-64 with Disability,Hispanic,Male,1,0,0
2012,None Specified,65 and Older,Anglo,Female,1,0,0
2012,None Specified,65 and Older,Other,Female,1,0,0
2012,None Specified,65 and Older,Other,Male,1,0,0
2011,1-Lubbock,18-64 with Disability,African American,Female,356,117,0.32865
2011,1-Lubbock,18-64 with Disability,African American,Male,201,66,0.32836
2011,1-Lubbock,18-64 with Disability,Anglo,Female,653,169,0.25881
2011,1-Lubbock,18-64 with Disability,Anglo,Male,455,87,0.19121
2011,1-Lubbock,18-64 with Disability,Asian,Female,1,0,0
2011,1-Lubbock,18-64 with Disability,Asian,Male,1,0,0
2011,1-Lubbock,18-64 with Disability,Hispanic,Female,333,67,0.2012
2011,1-Lubbock,18-64 with Disability,Hispanic,Male,270,49,0.18148
2011,1-Lubbock,18-64 with Disability,Native American,Female,5,3,0.6
2011,1-Lubbock,18-64 with Disability,Native American,Male,5,5,1
2011,1-Lubbock,18-64 with Disability,Other,Female,70,10,0.14286
2011,1-Lubbock,18-64 with Disability,Other,Male,42,6,0.14286
2011,1-Lubbock,65 and Older,African American,Female,155,33,0.2129
2011,1-Lubbock,65 and Older,African American,Male,100,31,0.31
2011,1-Lubbock,65 and Older,African American,Unknown,2,0,0
2011,1-Lubbock,65 and Older,Anglo,Female,781,159,0.20359
2011,1-Lubbock,65 and Older,Anglo,Male,464,85,0.18319
2011,1-Lubbock,65 and Older,Anglo,Unknown,1,0,0
2011,1-Lubbock,65 and Older,Asian,Female,5,0,0
2011,1-Lubbock,65 and Older,Asian,Male,4,2,0.5
2011,1-Lubbock,65 and Older,Hispanic,Female,310,49,0.15806
2011,1-Lubbock,65 and Older,Hispanic,Male,222,36,0.16216
2011,1-Lubbock,65 and Older,Native American,Female,6,0,0
2011,1-Lubbock,65 and Older,Native American,Male,2,1,0.5
2011,1-Lubbock,65 and Older,Other,Female,69,8,0.11594
2011,1-Lubbock,65 and Older,Other,Male,38,5,0.13158
2011,1-Lubbock,Under 18,Anglo,Female,1,1,1
2011,1-Lubbock,Under 18,Asian,Male,1,0,0
2011,1-Lubbock,Unknown,Other,Female,1,0,0
2011,1-Lubbock,Unknown,Other,Male,1,1,1
2011,2-Abilene,18-64 with Disability,African American,Female,234,70,0.29915
2011,2-Abilene,18-64 with Disability,African American,Male,144,34,0.23611
2011,2-Abilene,18-64 with Disability,Anglo,Female,958,235,0.2453
2011,2-Abilene,18-64 with Disability,Anglo,Male,693,144,0.20779
2011,2-Abilene,18-64 with Disability,Anglo,Unknown,2,0,0
2011,2-Abilene,18-64 with Disability,Asian,Female,3,0,0
2011,2-Abilene,18-64 with Disability,Asian,Male,1,0,0
2011,2-Abilene,18-64 with Disability,Hispanic,Female,151,34,0.22517
2011,2-Abilene,18-64 with Disability,Hispanic,Male,131,21,0.16031
2011,2-Abilene,18-64 with Disability,Native American,Female,7,1,0.14286
2011,2-Abilene,18-64 with Disability,Native American,Male,2,0,0
2011,2-Abilene,18-64 with Disability,Other,Female,64,8,0.125
2011,2-Abilene,18-64 with Disability,Other,Male,54,8,0.14815
2011,2-Abilene,65 and Older,African American,Female,110,22,0.2
2011,2-Abilene,65 and Older,African American,Male,75,18,0.24
2011,2-Abilene,65 and Older,Anglo,Female,924,204,0.22078
2011,2-Abilene,65 and Older,Anglo,Male,612,134,0.21895
2011,2-Abilene,65 and Older,Anglo,Unknown,1,0,0
2011,2-Abilene,65 and Older,Asian,Female,8,0,0
2011,2-Abilene,65 and Older,Hispanic,Female,150,27,0.18
2011,2-Abilene,65 and Older,Hispanic,Male,92,11,0.11957
2011,2-Abilene,65 and Older,Native American,Female,4,1,0.25
2011,2-Abilene,65 and Older,Native American,Male,2,2,1
2011,2-Abilene,65 and Older,Other,Female,89,10,0.11236
2011,2-Abilene,65 and Older,Other,Male,47,9,0.19149
2011,2-Abilene,65 and Older,Other,Unknown,1,0,0
2011,2-Abilene,Unknown,Other,Female,1,0,0
2011,2-Abilene,Unknown,Other,Male,1,1,1
2011,3-Arlington,18-64 with Disability,African American,Female,"1,365",203,0.14872
2011,3-Arlington,18-64 with Disability,African American,Male,869,103,0.11853
2011,3-Arlington,18-64 with Disability,African American,Unknown,5,0,0
2011,3-Arlington,18-64 with Disability,Anglo,Female,"2,517",391,0.15534
2011,3-Arlington,18-64 with Disability,Anglo,Male,"1,732",233,0.13453
2011,3-Arlington,18-64 with Disability,Anglo,Unknown,4,0,0
2011,3-Arlington,18-64 with Disability,Asian,Female,35,3,0.08571
2011,3-Arlington,18-64 with Disability,Asian,Male,31,5,0.16129
2011,3-Arlington,18-64 with Disability,Asian,Unknown,1,0,0
2011,3-Arlington,18-64 with Disability,Hispanic,Female,392,42,0.10714
2011,3-Arlington,18-64 with Disability,Hispanic,Male,275,25,0.09091
2011,3-Arlington,18-64 with Disability,Native American,Female,23,3,0.13043
2011,3-Arlington,18-64 with Disability,Native American,Male,19,3,0.15789
2011,3-Arlington,18-64 with Disability,Other,Female,314,25,0.07962
2011,3-Arlington,18-64 with Disability,Other,Male,282,27,0.09574
2011,3-Arlington,18-64 with Disability,Other,Unknown,14,0,0
2011,3-Arlington,65 and Older,African American,Female,980,166,0.16939
2011,3-Arlington,65 and Older,African American,Male,538,81,0.15056
2011,3-Arlington,65 and Older,African American,Unknown,6,0,0
2011,3-Arlington,65 and Older,Anglo,Female,"3,357",519,0.1546
2011,3-Arlington,65 and Older,Anglo,Male,"1,781",261,0.14655
2011,3-Arlington,65 and Older,Anglo,Unknown,9,2,0.22222
2011,3-Arlington,65 and Older,Asian,Female,46,1,0.02174
2011,3-Arlington,65 and Older,Asian,Male,28,1,0.03571
2011,3-Arlington,65 and Older,Hispanic,Female,343,39,0.1137
2011,3-Arlington,65 and Older,Hispanic,Male,222,36,0.16216
2011,3-Arlington,65 and Older,Native American,Female,9,0,0
2011,3-Arlington,65 and Older,Native American,Male,8,0,0
2011,3-Arlington,65 and Older,Other,Female,464,40,0.08621
2011,3-Arlington,65 and Older,Other,Male,278,17,0.06115
2011,3-Arlington,65 and Older,Other,Unknown,15,1,0.06667
2011,3-Arlington,Under 18,African American,Female,1,0,0
2011,3-Arlington,Under 18,Anglo,Female,1,0,0
2011,3-Arlington,Under 18,Anglo,Male,2,0,0
2011,3-Arlington,Under 18,Hispanic,Female,1,0,0
2011,3-Arlington,Under 18,Other,Female,1,0,0
2011,3-Arlington,Unknown,African American,Female,1,0,0
2011,3-Arlington,Unknown,African American,Unknown,1,0,0
2011,3-Arlington,Unknown,Anglo,Male,1,0,0
2011,3-Arlington,Unknown,Anglo,Unknown,1,0,0
2011,3-Arlington,Unknown,Other,Female,1,0,0
2011,3-Arlington,Unknown,Other,Male,3,0,0
2011,3-Arlington,Unknown,Other,Unknown,2,0,0
2011,4-Tyler,18-64 with Disability,African American,Female,504,115,0.22817
2011,4-Tyler,18-64 with Disability,African American,Male,312,55,0.17628
2011,4-Tyler,18-64 with Disability,Anglo,Female,"1,137",216,0.18997
2011,4-Tyler,18-64 with Disability,Anglo,Male,711,108,0.1519
2011,4-Tyler,18-64 with Disability,Anglo,Unknown,2,0,0
2011,4-Tyler,18-64 with Disability,Asian,Female,1,0,0
2011,4-Tyler,18-64 with Disability,Asian,Male,1,0,0
2011,4-Tyler,18-64 with Disability,Hispanic,Female,44,4,0.09091
2011,4-Tyler,18-64 with Disability,Hispanic,Male,27,2,0.07407
2011,4-Tyler,18-64 with Disability,Native American,Female,9,0,0
2011,4-Tyler,18-64 with Disability,Native American,Male,4,0,0
2011,4-Tyler,18-64 with Disability,Other,Female,107,9,0.08411
2011,4-Tyler,18-64 with Disability,Other,Male,85,6,0.07059
2011,4-Tyler,18-64 with Disability,Other,Unknown,2,0,0
2011,4-Tyler,65 and Older,African American,Female,460,88,0.1913
2011,4-Tyler,65 and Older,African American,Male,231,46,0.19913
2011,4-Tyler,65 and Older,African American,Unknown,1,0,0
2011,4-Tyler,65 and Older,Anglo,Female,"1,280",204,0.15938
2011,4-Tyler,65 and Older,Anglo,Male,710,120,0.16901
2011,4-Tyler,65 and Older,Anglo,Unknown,4,1,0.25
2011,4-Tyler,65 and Older,Asian,Female,1,0,0
2011,4-Tyler,65 and Older,Hispanic,Female,31,3,0.09677
2011,4-Tyler,65 and Older,Hispanic,Male,18,2,0.11111
2011,4-Tyler,65 and Older,Native American,Female,5,1,0.2
2011,4-Tyler,65 and Older,Native American,Male,3,2,0.66667
2011,4-Tyler,65 and Older,Other,Female,131,14,0.10687
2011,4-Tyler,65 and Older,Other,Male,58,4,0.06897
2011,4-Tyler,65 and Older,Other,Unknown,6,1,0.16667
2011,4-Tyler,Unknown,Other,Male,1,0,0
2011,5-Beaumont,18-64 with Disability,African American,Female,566,116,0.20495
2011,5-Beaumont,18-64 with Disability,African American,Male,384,72,0.1875
2011,5-Beaumont,18-64 with Disability,African American,Unknown,1,0,0
2011,5-Beaumont,18-64 with Disability,Anglo,Female,818,124,0.15159
2011,5-Beaumont,18-64 with Disability,Anglo,Male,623,126,0.20225
2011,5-Beaumont,18-64 with Disability,Anglo,Unknown,2,0,0
2011,5-Beaumont,18-64 with Disability,Asian,Female,6,1,0.16667
2011,5-Beaumont,18-64 with Disability,Asian,Male,3,0,0
2011,5-Beaumont,18-64 with Disability,Hispanic,Female,26,2,0.07692
2011,5-Beaumont,18-64 with Disability,Hispanic,Male,26,4,0.15385
2011,5-Beaumont,18-64 with Disability,Native American,Female,6,3,0.5
2011,5-Beaumont,18-64 with Disability,Native American,Male,4,2,0.5
2011,5-Beaumont,18-64 with Disability,Other,Female,79,10,0.12658
2011,5-Beaumont,18-64 with Disability,Other,Male,89,10,0.11236
2011,5-Beaumont,65 and Older,African American,Female,383,81,0.21149
2011,5-Beaumont,65 and Older,African American,Male,194,34,0.17526
2011,5-Beaumont,65 and Older,African American,Unknown,1,0,0
2011,5-Beaumont,65 and Older,Anglo,Female,801,134,0.16729
2011,5-Beaumont,65 and Older,Anglo,Male,499,67,0.13427
2011,5-Beaumont,65 and Older,Anglo,Unknown,6,1,0.16667
2011,5-Beaumont,65 and Older,Asian,Male,1,0,0
2011,5-Beaumont,65 and Older,Hispanic,Female,26,5,0.19231
2011,5-Beaumont,65 and Older,Hispanic,Male,17,1,0.05882
2011,5-Beaumont,65 and Older,Native American,Female,2,0,0
2011,5-Beaumont,65 and Older,Native American,Male,2,0,0
2011,5-Beaumont,65 and Older,Other,Female,111,13,0.11712
2011,5-Beaumont,65 and Older,Other,Male,72,6,0.08333
2011,5-Beaumont,65 and Older,Other,Unknown,8,1,0.125
2011,5-Beaumont,Under 18,Anglo,Male,1,0,0
2011,5-Beaumont,Unknown,Other,Female,1,0,0
2011,6-Houston,18-64 with Disability,African American,Female,"1,934",296,0.15305
2011,6-Houston,18-64 with Disability,African American,Male,"1,226",168,0.13703
2011,6-Houston,18-64 with Disability,African American,Unknown,8,0,0
2011,6-Houston,18-64 with Disability,Anglo,Female,"1,787",291,0.16284
2011,6-Houston,18-64 with Disability,Anglo,Male,"1,232",178,0.14448
2011,6-Houston,18-64 with Disability,Anglo,Unknown,3,0,0
2011,6-Houston,18-64 with Disability,Asian,Female,42,5,0.11905
2011,6-Houston,18-64 with Disability,Asian,Male,38,3,0.07895
2011,6-Houston,18-64 with Disability,Asian,Unknown,1,0,0
2011,6-Houston,18-64 with Disability,Hispanic,Female,528,66,0.125
2011,6-Houston,18-64 with Disability,Hispanic,Male,414,46,0.11111
2011,6-Houston,18-64 with Disability,Hispanic,Unknown,3,1,0.33333
2011,6-Houston,18-64 with Disability,Native American,Female,16,2,0.125
2011,6-Houston,18-64 with Disability,Native American,Male,9,2,0.22222
2011,6-Houston,18-64 with Disability,Other,Female,301,25,0.08306
2011,6-Houston,18-64 with Disability,Other,Male,281,20,0.07117
2011,6-Houston,18-64 with Disability,Other,Unknown,16,0,0
2011,6-Houston,65 and Older,African American,Female,"1,632",244,0.14951
2011,6-Houston,65 and Older,African American,Male,760,114,0.15
2011,6-Houston,65 and Older,African American,Unknown,6,0,0
2011,6-Houston,65 and Older,Anglo,Female,"2,266",346,0.15269
2011,6-Houston,65 and Older,Anglo,Male,"1,242",183,0.14734
2011,6-Houston,65 and Older,Anglo,Unknown,11,1,0.09091
2011,6-Houston,65 and Older,Asian,Female,74,7,0.09459
2011,6-Houston,65 and Older,Asian,Male,38,4,0.10526
2011,6-Houston,65 and Older,Hispanic,Female,594,82,0.13805
2011,6-Houston,65 and Older,Hispanic,Male,371,60,0.16173
2011,6-Houston,65 and Older,Hispanic,Unknown,4,0,0
2011,6-Houston,65 and Older,Native American,Female,12,0,0
2011,6-Houston,65 and Older,Native American,Male,4,1,0.25
2011,6-Houston,65 and Older,Other,Female,399,29,0.07268
2011,6-Houston,65 and Older,Other,Male,239,21,0.08787
2011,6-Houston,65 and Older,Other,Unknown,19,1,0.05263
2011,6-Houston,Under 18,Anglo,Female,1,0,0
2011,6-Houston,Under 18,Hispanic,Female,1,0,0
2011,6-Houston,Under 18,Hispanic,Male,1,0,0
2011,6-Houston,Unknown,African American,Female,1,0,0
2011,6-Houston,Unknown,Anglo,Female,1,0,0
2011,6-Houston,Unknown,Anglo,Male,1,0,0
2011,6-Houston,Unknown,Hispanic,Male,1,0,0
2011,6-Houston,Unknown,Other,Female,3,0,0
2011,6-Houston,Unknown,Other,Male,2,0,0
2011,7-Austin,18-64 with Disability,African American,Female,641,107,0.16693
2011,7-Austin,18-64 with Disability,African American,Male,411,44,0.10706
2011,7-Austin,18-64 with Disability,African American,Unknown,2,0,0
2011,7-Austin,18-64 with Disability,Anglo,Female,"1,426",239,0.1676
2011,7-Austin,18-64 with Disability,Anglo,Male,972,168,0.17284
2011,7-Austin,18-64 with Disability,Anglo,Unknown,8,0,0
2011,7-Austin,18-64 with Disability,Asian,Female,28,4,0.14286
2011,7-Austin,18-64 with Disability,Asian,Male,7,1,0.14286
2011,7-Austin,18-64 with Disability,Hispanic,Female,369,58,0.15718
2011,7-Austin,18-64 with Disability,Hispanic,Male,260,41,0.15769
2011,7-Austin,18-64 with Disability,Native American,Female,9,1,0.11111
2011,7-Austin,18-64 with Disability,Native American,Male,9,1,0.11111
2011,7-Austin,18-64 with Disability,Other,Female,168,14,0.08333
2011,7-Austin,18-64 with Disability,Other,Male,133,6,0.04511
2011,7-Austin,18-64 with Disability,Other,Unknown,5,0,0
2011,7-Austin,65 and Older,African American,Female,420,82,0.19524
2011,7-Austin,65 and Older,African American,Male,268,56,0.20896
2011,7-Austin,65 and Older,African American,Unknown,1,0,0
2011,7-Austin,65 and Older,Anglo,Female,"1,698",300,0.17668
2011,7-Austin,65 and Older,Anglo,Male,978,156,0.15951
2011,7-Austin,65 and Older,Anglo,Unknown,8,1,0.125
2011,7-Austin,65 and Older,Asian,Female,15,0,0
2011,7-Austin,65 and Older,Asian,Male,9,2,0.22222
2011,7-Austin,65 and Older,Hispanic,Female,358,65,0.18156
2011,7-Austin,65 and Older,Hispanic,Male,217,29,0.13364
2011,7-Austin,65 and Older,Hispanic,Unknown,3,0,0
2011,7-Austin,65 and Older,Native American,Female,8,0,0
2011,7-Austin,65 and Older,Native American,Male,1,0,0
2011,7-Austin,65 and Older,Other,Female,217,27,0.12442
2011,7-Austin,65 and Older,Other,Male,124,18,0.14516
2011,7-Austin,65 and Older,Other,Unknown,3,0,0
2011,7-Austin,Under 18,African American,Male,1,0,0
2011,7-Austin,Under 18,Anglo,Male,1,0,0
2011,7-Austin,Under 18,Hispanic,Female,1,0,0
2011,7-Austin,Unknown,Anglo,Male,1,0,0
2011,7-Austin,Unknown,Hispanic,Male,1,0,0
2011,7-Austin,Unknown,Other,Male,1,0,0
2011,8-San Antonio,18-64 with Disability,African American,Female,360,70,0.19444
2011,8-San Antonio,18-64 with Disability,African American,Male,255,45,0.17647
2011,8-San Antonio,18-64 with Disability,African American,Unknown,2,0,0
2011,8-San Antonio,18-64 with Disability,Anglo,Female,"1,024",181,0.17676
2011,8-San Antonio,18-64 with Disability,Anglo,Male,766,137,0.17885
2011,8-San Antonio,18-64 with Disability,Asian,Female,15,1,0.06667
2011,8-San Antonio,18-64 with Disability,Asian,Male,9,1,0.11111
2011,8-San Antonio,18-64 with Disability,Hispanic,Female,"1,272",174,0.13679
2011,8-San Antonio,18-64 with Disability,Hispanic,Male,"1,019",145,0.1423
2011,8-San Antonio,18-64 with Disability,Hispanic,Unknown,3,0,0
2011,8-San Antonio,18-64 with Disability,Native American,Female,3,1,0.33333
2011,8-San Antonio,18-64 with Disability,Native American,Male,4,1,0.25
2011,8-San Antonio,18-64 with Disability,Other,Female,181,17,0.09392
2011,8-San Antonio,18-64 with Disability,Other,Male,157,11,0.07006
2011,8-San Antonio,65 and Older,African American,Female,291,45,0.15464
2011,8-San Antonio,65 and Older,African American,Male,169,25,0.14793
2011,8-San Antonio,65 and Older,Anglo,Female,"1,312",236,0.17988
2011,8-San Antonio,65 and Older,Anglo,Male,824,125,0.1517
2011,8-San Antonio,65 and Older,Anglo,Unknown,4,0,0
2011,8-San Antonio,65 and Older,Asian,Female,21,2,0.09524
2011,8-San Antonio,65 and Older,Asian,Male,3,0,0
2011,8-San Antonio,65 and Older,Hispanic,Female,"1,538",211,0.13719
2011,8-San Antonio,65 and Older,Hispanic,Male,850,113,0.13294
2011,8-San Antonio,65 and Older,Hispanic,Unknown,7,1,0.14286
2011,8-San Antonio,65 and Older,Native American,Female,4,1,0.25
2011,8-San Antonio,65 and Older,Native American,Male,3,0,0
2011,8-San Antonio,65 and Older,Other,Female,252,24,0.09524
2011,8-San Antonio,65 and Older,Other,Male,168,16,0.09524
2011,8-San Antonio,65 and Older,Other,Unknown,5,0,0
2011,8-San Antonio,Under 18,Anglo,Female,1,0,0
2011,8-San Antonio,Under 18,Anglo,Male,1,0,0
2011,8-San Antonio,Unknown,African American,Female,2,0,0
2011,8-San Antonio,Unknown,Anglo,Female,1,0,0
2011,8-San Antonio,Unknown,Hispanic,Female,1,0,0
2011,8-San Antonio,Unknown,Other,Female,3,0,0
2011,9-Midland,18-64 with Disability,African American,Female,132,37,0.2803
2011,9-Midland,18-64 with Disability,African American,Male,70,19,0.27143
2011,9-Midland,18-64 with Disability,Anglo,Female,475,108,0.22737
2011,9-Midland,18-64 with Disability,Anglo,Male,337,69,0.20475
2011,9-Midland,18-64 with Disability,Anglo,Unknown,3,1,0.33333
2011,9-Midland,18-64 with Disability,Asian,Male,2,0,0
2011,9-Midland,18-64 with Disability,Hispanic,Female,266,52,0.19549
2011,9-Midland,18-64 with Disability,Hispanic,Male,231,45,0.19481
2011,9-Midland,18-64 with Disability,Hispanic,Unknown,1,0,0
2011,9-Midland,18-64 with Disability,Native American,Female,5,2,0.4
2011,9-Midland,18-64 with Disability,Native American,Male,2,1,0.5
2011,9-Midland,18-64 with Disability,Other,Female,44,8,0.18182
2011,9-Midland,18-64 with Disability,Other,Male,38,4,0.10526
2011,9-Midland,18-64 with Disability,Other,Unknown,1,0,0
2011,9-Midland,65 and Older,African American,Female,77,26,0.33766
2011,9-Midland,65 and Older,African American,Male,48,12,0.25
2011,9-Midland,65 and Older,Anglo,Female,527,97,0.18406
2011,9-Midland,65 and Older,Anglo,Male,350,65,0.18571
2011,9-Midland,65 and Older,Anglo,Unknown,2,1,0.5
2011,9-Midland,65 and Older,Asian,Female,1,0,0
2011,9-Midland,65 and Older,Asian,Male,2,0,0
2011,9-Midland,65 and Older,Hispanic,Female,287,46,0.16028
2011,9-Midland,65 and Older,Hispanic,Male,190,35,0.18421
2011,9-Midland,65 and Older,Native American,Female,1,1,1
2011,9-Midland,65 and Older,Native American,Male,1,1,1
2011,9-Midland,65 and Older,Other,Female,56,11,0.19643
2011,9-Midland,65 and Older,Other,Male,39,5,0.12821
2011,9-Midland,Under 18,Anglo,Male,1,0,0
2011,10-El Paso,18-64 with Disability,African American,Female,43,4,0.09302
2011,10-El Paso,18-64 with Disability,African American,Male,22,4,0.18182
2011,10-El Paso,18-64 with Disability,Anglo,Female,127,23,0.1811
2011,10-El Paso,18-64 with Disability,Anglo,Male,107,18,0.16822
2011,10-El Paso,18-64 with Disability,Asian,Female,2,0,0
2011,10-El Paso,18-64 with Disability,Asian,Male,2,1,0.5
2011,10-El Paso,18-64 with Disability,Hispanic,Female,469,55,0.11727
2011,10-El Paso,18-64 with Disability,Hispanic,Male,373,55,0.14745
2011,10-El Paso,18-64 with Disability,Hispanic,Unknown,2,0,0
2011,10-El Paso,18-64 with Disability,Native American,Female,1,0,0
2011,10-El Paso,18-64 with Disability,Native American,Male,3,0,0
2011,10-El Paso,18-64 with Disability,Other,Female,43,3,0.06977
2011,10-El Paso,18-64 with Disability,Other,Male,33,4,0.12121
2011,10-El Paso,18-64 with Disability,Other,Unknown,3,1,0.33333
2011,10-El Paso,65 and Older,African American,Female,28,4,0.14286
2011,10-El Paso,65 and Older,African American,Male,27,5,0.18519
2011,10-El Paso,65 and Older,Anglo,Female,237,30,0.12658
2011,10-El Paso,65 and Older,Anglo,Male,163,22,0.13497
2011,10-El Paso,65 and Older,Asian,Female,12,3,0.25
2011,10-El Paso,65 and Older,Asian,Male,3,0,0
2011,10-El Paso,65 and Older,Hispanic,Female,828,111,0.13406
2011,10-El Paso,65 and Older,Hispanic,Male,486,67,0.13786
2011,10-El Paso,65 and Older,Hispanic,Unknown,5,0,0
2011,10-El Paso,65 and Older,Native American,Male,5,1,0.2
2011,10-El Paso,65 and Older,Other,Female,96,14,0.14583
2011,10-El Paso,65 and Older,Other,Male,46,2,0.04348
2011,10-El Paso,65 and Older,Other,Unknown,5,2,0.4
2011,10-El Paso,Under 18,Hispanic,Male,1,0,0
2011,11-Edinburg,18-64 with Disability,African American,Female,53,9,0.16981
2011,11-Edinburg,18-64 with Disability,African American,Male,44,5,0.11364
2011,11-Edinburg,18-64 with Disability,Anglo,Female,385,66,0.17143
2011,11-Edinburg,18-64 with Disability,Anglo,Male,290,43,0.14828
2011,11-Edinburg,18-64 with Disability,Anglo,Unknown,2,0,0
2011,11-Edinburg,18-64 with Disability,Asian,Female,5,0,0
2011,11-Edinburg,18-64 with Disability,Asian,Male,2,0,0
2011,11-Edinburg,18-64 with Disability,Hispanic,Female,"1,247",200,0.16038
2011,11-Edinburg,18-64 with Disability,Hispanic,Male,"1,097",148,0.13491
2011,11-Edinburg,18-64 with Disability,Hispanic,Unknown,1,0,0
2011,11-Edinburg,18-64 with Disability,Native American,Female,1,0,0
2011,11-Edinburg,18-64 with Disability,Native American,Male,3,0,0
2011,11-Edinburg,18-64 with Disability,Other,Female,79,8,0.10127
2011,11-Edinburg,18-64 with Disability,Other,Male,63,8,0.12698
2011,11-Edinburg,18-64 with Disability,Other,Unknown,2,0,0
2011,11-Edinburg,65 and Older,African American,Female,30,8,0.26667
2011,11-Edinburg,65 and Older,African American,Male,33,11,0.33333
2011,11-Edinburg,65 and Older,Anglo,Female,519,93,0.17919
2011,11-Edinburg,65 and Older,Anglo,Male,395,71,0.17975
2011,11-Edinburg,65 and Older,Anglo,Unknown,1,0,0
2011,11-Edinburg,65 and Older,Asian,Female,8,1,0.125
2011,11-Edinburg,65 and Older,Asian,Male,3,0,0
2011,11-Edinburg,65 and Older,Hispanic,Female,"1,800",289,0.16056
2011,11-Edinburg,65 and Older,Hispanic,Male,"1,096",170,0.15511
2011,11-Edinburg,65 and Older,Hispanic,Unknown,12,1,0.08333
2011,11-Edinburg,65 and Older,Native American,Female,7,0,0
2011,11-Edinburg,65 and Older,Native American,Male,2,0,0
2011,11-Edinburg,65 and Older,Other,Female,154,10,0.06494
2011,11-Edinburg,65 and Older,Other,Male,96,11,0.11458
2011,11-Edinburg,65 and Older,Other,Unknown,1,0,0
2011,11-Edinburg,Under 18,African American,Female,1,0,0
2011,11-Edinburg,Under 18,Anglo,Female,1,0,0
2011,11-Edinburg,Under 18,Hispanic,Female,2,0,0
2011,11-Edinburg,Under 18,Hispanic,Male,1,0,0
2011,11-Edinburg,Under 18,Other,Male,1,0,0
2011,11-Edinburg,Unknown,Hispanic,Female,3,1,0.33333
2011,11-Edinburg,Unknown,Other,Male,2,0,0
2011,Out of State,18-64 with Disability,African American,Female,2,0,0
2011,Out of State,18-64 with Disability,Anglo,Female,9,2,0.22222
2011,Out of State,18-64 with Disability,Anglo,Male,1,0,0
2011,Out of State,18-64 with Disability,Asian,Female,1,0,0
2011,Out of State,18-64 with Disability,Hispanic,Female,1,0,0
2011,Out of State,18-64 with Disability,Hispanic,Male,3,1,0.33333
2011,Out of State,18-64 with Disability,Other,Male,1,0,0
2011,Out of State,65 and Older,African American,Female,2,1,0.5
2011,Out of State,65 and Older,African American,Male,2,0,0
2011,Out of State,65 and Older,Anglo,Female,11,1,0.09091
2011,Out of State,65 and Older,Anglo,Male,8,2,0.25
